doi,caption,classification_ai,classification_gt,result
10.1016/j.cej.2020.126790,"Fig. 5. PCT isotherms of the $\mathrm{Mg}\mathrm{H}_{2}@\mathrm{CoS}$ -NBs composite (a) and the corresponding van’t Hoff plots (b), (Ab, absorption; De, desorption). ",1,1.0,TP
10.1016/j.cej.2020.126790,"Fig. 6. Isothermal hydriding (a) and dehydriding (b) profiles of Mg@CoS-NBs composite, and the corresponding lnk vs $1000/T$ plots for determining the activation energy of hydrogenation (c) and dehydrogenation (d). ",3,3.0,TP
10.1016/j.cej.2020.126790,"Fig. 7. DSC profiles of the $\mathrm{MgH}_{2}@\mathrm{CoS}\cdot\mathrm{NBs}$ , obtained at different heating rates (a) and the corresponding ln $(\beta/{T_{\mathrm{p}}}^{2})$ vs $1000/T_{\mathrm{p}}$ plot (b) for calculating desorption activation energy. ",3,3.0,TP
10.1016/j.ijhydene.2016.12.143,"Fig. 1 e Discharge curves of the $\mathbf{CeY}_{2}\mathbf{Ni}_{9}$ electrodes during the first activation cycles at different discharge rates: (a) $\mathbf{c}/3$ , (b) C/ 5, (c) $\mathbf{\sigma}_{\mathbf{G}/10}$ and (d) $\mathtt{c/20}$ . ",2,2.0,TP
10.1016/j.ijhydene.2016.12.143,Fig. 2 e Half charge and half discharge potential curves during the first activation cycles for the $\mathbf{CeY_{2}N i_{9}}$ electrode at different discharge rates: (a) $\mathbf{c}/3$ rate; (b) C/5 rate; (c) $\mathbf{c}/{\mathbf{10}}$ rate and (d) C/20 rate. ,2,2.0,TP
10.1016/j.ijhydene.2016.12.143,Fig. 3 e Evolution of the electrochemical discharge capacity with cycle number during a long cycling of the $\mathbf{CeY}_{2}\mathbf{Ni}_{9}$ electrode at different discharge rates. ,2,2.0,TP
10.1016/j.ijhydene.2016.12.143,Fig. 4 e Typical chronoamperometric curves of the $\mathbf{CeY_{2}N i9}$ electrode for some cycles at constant potential $-0.6\:\mathbf{V}$ and at different discharge rates. ,2,2.0,TP
10.1016/j.ijhydene.2016.12.143,Fig. 5 e Evolution of the ratio $\frac{\mathbf{D_{H}}}{\mathbf{a}^{2}}$ during long cycling at different discharge rates. ,2,2.0,TP
10.1016/j.ijhydene.2016.12.143,(a) Before electrochemical tests ,0,0.0,TN
10.1016/j.ijhydene.2016.12.143,"Fig. 6 e Scanning electron micrographs of the $\mathbf{CeY_{2}N i_{9}}$ electrode: (a) before electrochemical tests; (b), (c), (d) and (e): after electrochemical tests, respectively for $\mathbf{c}/3$ , C/5, C/10 and $\mathbf{C}/2\mathbf{0}$ rate. ",0,2.0,FN
10.1016/j.ijhydene.2016.12.143,"Fig. 7 e Typical potentiodynamic polarization curves of $\mathbf{CeY}_{2}\mathbf{Ni}_{9}$ electrode during the activation and the long cycling performed at different discharge rates: (a) $\mathbf{c}/3$ , (b) C/5, (c) C/10 and (d) C/20 rate. ",2,2.0,TP
10.1016/j.ijhydene.2016.12.143,"Fig. 8 e Comparison of experimental (symbol) and fitted data (solid line) for ninth cycle at the $\mathbf{c}/5$ discharge rate. The results of regression calculation by Simplex method; $\pm0.9673\pm0.000$ $\mathbf{\langlev_{Hg/Hg}o\rangle}$ , $I_{0}=0.00121\pm2.42\mathrm{E}^{-6}\mathrm{A}\mathrm{g}^{-1}$ $\pmb{b_{a}}=\pm\pm\pmb{18.3\pm0.084\lor^{-1}}$ , $\chi^{2}=1.7273\mathrm{E}^{-10}$ , ${\mathbf{R}}^{2}=0.999$ . ",2,2.0,TP
10.1016/j.ijhydene.2016.12.143,Fig. 9 e Evolution of the exchange current density of the $\mathbf{CeY_{2}N i_{9}}$ electrode during a long cycling at different discharge rates. ,2,2.0,TP
10.1016/j.ijhydene.2016.12.143,Fig. 10 e Evolution of the Nernst potential of the $\mathbf{CeY_{2}N i_{9}}$ electrode during a long cycling at different discharge rates. ,2,2.0,TP
10.1016/j.electacta.2004.12.020,Fig. 1. XRD patterns of the $\mathrm{La}_{0.7}\mathrm{Mg}_{0.3}\mathrm{Ni}_{3-x}$ $(\mathrm{Al}_{0.5}\mathrm{Mo}_{0.5})_{x}$ hydrogen storage alloy. ,0,0.0,TN
10.1016/j.electacta.2004.12.020,"Fig. 2. Rietveld refinement pattern of the XRD profiles for the $\mathbf{La}_{0.7}\mathbf{Mg}_{0.3}\mathbf{Ni}_{2.9}$ $(\mathrm{Al}_{0.5}\mathbf{M}\mathbf{o}_{0.5})_{0.1}$ hydrogen storage alloy (phase 1: La (La, $\mathrm{Mg})_{2}\mathrm{Ni}_{9}$ ; phase $2{:}\mathrm{LaNi}_{5}$ ; phase 3: LaNi). ",0,0.0,TN
10.1016/j.electacta.2004.12.020,Fig. 3. Variations of the cell parameters and volumes as the function of $x$ in $\mathrm{La}_{0.7}\mathbf{M}\mathbf{g}_{0.3}\mathbf{N}\mathbf{i}_{3-x}$ $(\mathrm{Al}_{0.5}\mathrm{Mo}_{0.5})_{x}$ hydrogen storage alloys $(x=0{-}0.4)$ . ,3,0.0,FP
10.1016/j.electacta.2004.12.020,"Fig. 4. Phase abundance of the La(La, $\mathrm{Mg})_{2}\mathrm{Ni}_{9}$ phase and the $\mathrm{LaNi}_{5}$ phase existing in the $\mathrm{La_{0.7}M g_{0.3}N i_{3}}_{-x}(\mathrm{Al_{0.5}M o_{0.5}})_{x}$ $(x=0{-}0.4)$ ) alloys. ",0,0.0,TN
10.1016/j.electacta.2004.12.020,"Fig. 5. The electrochemical desorption P–C–T curves for $\mathrm{La}_{0.7}\mathrm{Mg}_{0.3}\mathrm{Ni}_{3-x}$ $(\mathrm{Al}_{0.5}\mathrm{Mo}_{0.5})_{x}$ $\scriptstyle{x=0}$ , 0.1, 0.2, 0.3, 0.4) alloys at $298\mathrm{K}$ . ",1,1.0,TP
10.1016/j.electacta.2004.12.020,Fig. 6. The discharge curves of $\mathrm{La}_{0.7}\mathbf{M}\mathbf{g}_{0.3}\mathbf{N}\mathbf{i}_{3-x}$ $\mathbf{\'}\mathbf{Al}_{0.5}\mathbf{Mo}_{0.5})_{x}$ $(x=0{-}0.4)$ alloy electrodes at the discharge current density of $60\mathrm{mA}/\mathrm{g}$ and $298\mathrm{K}$ . ,2,2.0,TP
10.1016/j.electacta.2004.12.020,"Fig. 7. High rate dischargeability of the $\mathrm{La}_{0.7}\mathrm{Mg}_{0.3}\mathrm{Ni}_{3-x}$ $(\mathrm{Al}_{0.5}\mathrm{Mo}_{0.5})_{x}$ $_{x=0}$ , 0.1, 0.2, 0.3, 0.4) alloy electrodes at $298\mathrm{K}$ . ",2,2.0,TP
10.1016/j.electacta.2004.12.020,Fig. 8. High rate dischargeability and polarization resistance as a function of exchange current density for hydrogen evolution reaction at $\mathrm{La_{0.7}M g_{0.3}N i_{3}}_{-x}(\mathrm{Al_{0.5}M o_{0.5}})_{x}$ $(x=0{-}0.4)$ alloy electrodes. ,2,2.0,TP
10.1016/j.electacta.2004.12.020,"Fig. 9. The LTD as a function of $D$ of the $\mathrm{La_{0.7}M g_{0.3}N i_{3}}_{-x}(\mathrm{Al_{0.5}M o_{0.5}})_{x}$ $(x=0,0.1,0.2,0.3,0.4,$ ) alloy electrodes at $233\mathrm{K}$ . ",3,0.0,FP
10.1016/j.ijhydene.2018.07.152,Fig. 1 e X-ray diffraction patterns between 4 and $\mathbf{24}^{\circ}$ of the alloys with single-phase $\mathbf{Ce}_{2}\mathbf{Ni}_{7}$ -type alloys. ,0,0.0,TN
10.1016/j.ijhydene.2018.07.152,Fig. 2 e Rietveld refinements of the XRD patterns for the alloys: (a) $\mathbf{La}\mathbf{Ni}_{3.50};$ (b) $\mathbf{La}_{0.80}\mathbf{Mg}_{0.20}\mathbf{Ni}_{3.50}.$ . ,0,0.0,TN
10.1016/j.ijhydene.2018.07.152,Fig. 3 e SEM-EDS images of the alloys: (a) LaNi3.50; (b) La0.80Mg0.20Ni3.50. ,0,0.0,TN
10.1016/j.ijhydene.2018.07.152,"Fig. 4 e TEM images of the alloys before cycling and after 5 charge/discharge cycles: $({\bf a}_{1})-({\bf a}_{2})\mathrm{LaNi}_{3.50},({\bf b}_{1})-({\bf b}_{2})$ La0.80Mg0.20Ni3.50. ",0,2.0,FN
10.1016/j.ijhydene.2018.07.152,Fig. 5 e Discharge capacity vs. cycle number of the two single-phase alloy electrodes. ,2,2.0,TP
10.1016/j.ijhydene.2018.07.152,"Fig. 6 e XRD patterns of alloys before cycling and after the 5th, 10th, 20th cycles: (a) $\mathbf{La}\mathbf{Ni}_{3.50};$ (b) $\mathbf{La}_{0.80}\mathbf{Mg}_{0.20}\mathbf{Ni}_{3.50}$ . ",0,0.0,TN
10.1016/j.ijhydene.2018.07.152,"Fig. 7 e SEM images of the alloys before cycling and after 5, 10, 20 and 40 charge/discharge cycles: $\left(\mathbf{a}_{0}\right)-\left(\mathbf{a}_{4}\right)\mathbf{LaNi}_{3.50}$ alloys, (b0) e (b4) La0.80Mg0.20Ni3.50. ",0,2.0,FN
10.1016/j.ijhydene.2018.07.152,"Fig. 8 e XPS spectra of La3d, $\mathtt{M g}2\mathtt{p}$ and Ni2p of the two alloy electrodes after the 5th, 10th, 20th cycles: #1 $\mathbf{La}\mathbf{Ni}_{3.50};$ ; # $\mathbf{La}_{0.80}\mathbf{Mg}_{0.20}\mathbf{Ni}_{3.50}.$ . ",0,0.0,TN
10.1016/j.ijhydene.2018.07.152,"Fig. 9 e SEM images of the surface of the alloys after 5, 10 and 20 charge/discharge cycles: $\mathbf{(a_{1})}-\mathbf{(a_{3})}\mathbf{LaNi}_{3.50};\mathbf{(b_{1})}-\mathbf{(b_{3})}$ $\mathbf{La}_{0.80}\mathbf{Mg}_{0.20}\mathbf{Ni}_{3.50}.$ ",2,2.0,TP
10.1016/j.ijhydene.2018.07.152,Fig. 10 e The Tafel curves of the alloy electrodes. ,0,0.0,TN
10.1016/j.cej.2023.143692,"Fig. 1. Synthesis route of (Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ . ",0,0.0,TN
10.1016/j.cej.2023.143692,"Fig. 2. (a) XRD spectra of $\mathrm{TiO_{2}C N}$ , NiCN, and (Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ , (b) Full XPS spectrum of (Ni, $\mathrm{TiO}_{2})\mathrm{CN}.$ and (c–f) High-resolution XPS spectra of $\mathrm{Ti}2\mathrm{p}$ , Ni2p, C1s, and N1s, respectively. ",0,0.0,TN
10.1016/j.cej.2023.143692,"Fig. 3. (a–c) FE-SEM images of $\mathrm{TiO}_{2}\mathrm{CN}$ , NiCN, and (c) (Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ , respectively, (d, e) TEM image and EDS map of (Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ , respectively, (f, g) HRTEM image of (Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ , and (h) SAED image of (Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ . ",0,0.0,TN
10.1016/j.cej.2023.143692,"Fig. 4. (a, b) Non-isothermal and isothermal $(300~^{\circ}\mathrm{C})$ dehydrogenation curves of the catalyzed $\mathrm{MgH}_{2}$ samples $\mathrm{(MgH_{2}}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ , $\mathrm{MgH_{2}–T i O_{2}C N}$ , $\mathrm{{MgH}_{2}}$ -NiCN, $\mathrm{{MgH}_{2}\mathrm{{-CN)}}}$ and pure $\mathrm{MgH}_{2}.$ , respectively, (c, d) Dehydrogenation kinetic curves of $\mathrm{MgH_{2}}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ and pure $\mathrm{MgH}_{2}$ , respectively. ",3,3.0,TP
10.1016/j.cej.2023.143692,"Fig. 5. Non-isothermal (a) and isothermal $(125~^{\circ}\mathrm{C})$ (b) Hydrogen uptake curves of the catalyzed $\mathrm{MgH_{2}}$ samples $\mathrm{(MgH_{2}}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ , $\mathrm{MgH_{2}–T i O_{2}C N}$ , $\mathrm{MgH_{2}}$ -NiCN, $\mathrm{{MgH_{2}}\mathrm{{-CN)}}}$ and pure $\mathrm{MgH}_{2},$ respectively, (c, d) Hydrogen uptake curves of $\mathrm{MgH}_{2}$ -(Ni, $\mathrm{TiO_{2}})\mathrm{CN}$ and pure $\mathrm{MgH_{2}}$ at different temperatures, respectively. ",3,3.0,TP
10.1016/j.cej.2023.143692,"JMAK and Arrhenius diagrams of the (a, c, e) dehydrogenation and (b, d, f) hydrogenation of $\mathrm{MgH_{2}}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ and pur $\mathrm{MgH_{2}}$ ",3,3.0,TP
10.1016/j.cej.2023.143692,"Fig. 7. (a) PCT curves, (b) Van’t Hoff plot, and (c, d) constant temperature hydrogen adsorption–desorption curves of $\mathrm{MgH}_{2}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ ",1,1.0,TP
10.1016/j.cej.2023.143692,"Fig. 8. (a) XRD patterns of ball milled $\mathrm{MgH}_{2}$ and ball milled, dehydrogenated and hydrogenated $\mathrm{MgH}_{2}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ samples; TEM, HRTEM and SAED plots of $\mathrm{MgH_{2}}$ (Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ samples (b、c, d and e) after ball milling, (f, g and h) dehydrogenation and $(\mathrm{i},\mathrm{j}$ and k) hydrogenation. ",3,3.0,TP
10.1016/j.cej.2023.143692,"Fig. 9. (a, b, c) High-resolution $\mathrm{Ni}2\mathrm{p}$ , $\mathrm{Ti}2\mathfrak{p}$ , and C1s XPS spectra of $\mathrm{MgH}_{2}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ after ball milling, dehydrogenation, and re-hydrogenation, respectively. ",3,3.0,TP
10.1016/j.cej.2023.143692,"Fig. 10. Catalytic mechanism of $\mathrm{MgH_{2}}$ -(Ni, $\mathrm{TiO}_{2})\mathrm{CN}$ . ",0,0.0,TN
10.1016/j.cattod.2006.09.006,"Fig. 1. TPD–MS, volumetric release and DSC measurements on the mixed $\mathrm{NaNH}_{2}\mathrm{-LiAlH}_{4}$ sample. For comparison, the decomposition of $\mathrm{LiAH_{4}}$ and $\mathrm{NaNH}_{2}$ are illustrated in DSC. ",3,3.0,TP
10.1016/j.cattod.2006.09.006,Fig. 2. Time dependence of hydrogen desorption from $\mathrm{LiAlH_{4}}$ alone and the mixture of $\mathrm{LiAlH_{4}}\mathrm{-NaNH_{2}}$ (1/1) during ball milling treatment. ,3,3.0,TP
10.1016/j.cattod.2006.09.006,"Fig. 3. XRD characterizations on samples collected at different stages of ball milling. $(\bigcirc)$ $\mathrm{NaNH}_{2}$ , $(\bigstar\bigstar)$ $\mathrm{LiAH_{4}}$ , $({}^{*})$ $\mathrm{NaAlH_{4}}$ , (#) $\mathrm{LiNH}_{2}$ , ( $+)\mathrm{LiNa}_{2}\mathrm{AlH}_{6},$ $(\pmb{\triangleright})$ NaH, and $(\bullet)$ Al. The main diffraction peaks of $\mathrm{Li}_{3}\mathrm{Na}(\mathrm{NH}_{2})_{4}$ overlap with that of $\mathrm{NaAlH_{4}}$ . ",0,0.0,TN
10.1016/j.cattod.2006.09.006,"Fig. 4. IR spectra of samples collected at different ball milling stages. Peaks marked with solid lines are ascribed to $\mathrm{Li}_{3}\mathrm{Na}(\mathrm{NH}_{2})_{4}$ , dashed line— $\mathrm{-NaNH}_{2}$ , dotted line— $\mathrm{{-LiNH}}_{2}$ . ",0,0.0,TN
10.1016/j.cattod.2006.09.006,Fig. 5. XPS spectra of Al $\mathsf{2p}$ and $_\mathrm{N}$ 1s of L $\mathrm{-Na{-N-H}}$ (a) and AlN (b). ,0,0.0,TN
10.1016/j.cej.2023.142766,"Fig. 1. XRD patterns of HEA-1 and HEA-3 (a), SEM image of HEA-1 (b), TEM image (c), HRTEM image (d), and elemental mapping of HEA-3(e). ",0,0.0,TN
10.1016/j.cej.2023.142766,"Fig. 2. XRD patterns of HEA-2 and HEA-4 (a), SEM image of HEA-2 (b), TEM image (c), HRTEM image (d), and elemental mapping of HEA-4(e). ",0,0.0,TN
10.1016/j.cej.2023.142766,"Fig. 3. Non-isothermal desorption curves of $\mathrm{MgH}_{2}$ , $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-1/ HEA-2/ HEA-3/ HEA-4 (a), DSC curves of $\mathrm{MgH}_{2}$ , $\mathrm{MgH}_{2}+10$ wt% HEA-3/ HEA-4 at $5^{\circ}\mathrm{C}$ $\operatorname*{min}^{-1}$ (b), isothermal desorption curves at $300~^{\circ}\mathrm{C}$ of $\mathrm{MgH}_{2}$ , $\mathrm{{MgH}_{2}+10~w t\%}$ HEA-3/ HEA-4 (c), isothermal desorption curves of $\mathrm{MgH_{2}}$ (d), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (e), $\mathrm{{MgH}_{2}+10~w t\%}$ HEA-4 (f). ",3,3.0,TP
10.1016/j.cej.2023.142766,"Fig. 4. Experimental points of hydrogen release and curves obtained by model prediction $\mathrm{MgH_{2}}$ (a), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (b), $\mathrm{{MgH}_{2}+10w t{\%}}$ HEA-4 (c) at different temperatures, reaction fraction points and rate control lines for $\mathrm{MgH_{2}}$ (d), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (e), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-4 (f) at different temperatures. ",3,3.0,TP
10.1016/j.cej.2023.142766,"Fig. 5. Non-isothermal absorption curves of $\mathrm{MgH}_{2}$ , $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3/ HEA-4 (a), isothermal absorption curves at $100~^{\circ}\mathrm{C}$ of $\mathrm{MgH}_{2}$ , $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3/ HEA-4 (b), isothermal absorption curves of $\mathrm{MgH}_{2}$ (c), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (d), $\mathrm{{MgH}_{2}+10~w t\%}$ HEA-4 (e), JMAK plots of $\mathrm{MgH}_{2}$ (f), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (g), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-4 $(\mathrm{h})$ , and absorption activation energy of $\mathrm{MgH_{2}}$ , $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3/ HEA-4 (i). ",3,3.0,TP
10.1016/j.cej.2023.142766,"Fig. 6. Cycling properties of $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (a), and $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-4 (b). ",0,0.0,TN
10.1016/j.cej.2023.142766,"Fig. 7. PCT curves of $\mathrm{MgH}_{2}$ (a), $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (b), and $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-4 (c), and corresponding Van’t Hoff plots (d, e, f). ",1,1.0,TP
10.1016/j.cej.2023.142766,Fig. 8. XRD patterns of $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-3 (a) and $\mathrm{{MgH}_{2}+10~w t\%}$ HEA-4 (b) in different states. ,0,0.0,TN
10.1016/j.cej.2023.142766,"Fig. 9. TEM images (a, b), HRTEM images (c, d) and elemental mapping (e) of $\mathrm{MgH}_{2}+10~\mathrm{wt\%}$ HEA-4. ",0,0.0,TN
10.1016/j.cej.2023.142766,Fig. 10. Mechanism diagram of the CrMnFeCoNi-catalyzed $\mathrm{MgH}_{2}/\mathrm{Mg}$ system. ,3,0.0,FP
10.1016/j.cej.2019.123856,"Fig. 1. (a) Schematic of the automated BMAS device and (b) its operation flowchart where “1” means “on” and $^{\mathrm{6}}0^{\mathrm{,}}$ means “off” on the Y axis. Note that the three functions of the automated BMAS machine, i.e., ball milling (BM), aerosol spraying (AS) and vacuuming, are controlled independently by Eaton EASY 512-AC-RC programmable control relay module. ",0,0.0,TN
10.1016/j.cej.2019.123856,"Fig. 2. Comparisons of dehydrogenation and re-hydrogenation behaviors of the BMAS mixtures for seven cycles, and the eighth dehydrogenation curve and temperature, as a function of time. The heating rate is $2^{\circ}{\mathrm{C}}/{\mathrm{min}}$ at temperature $\leq265~^{\circ}\mathrm{C}$ . ",3,3.0,TP
10.1016/j.cej.2019.123856,"Fig. 3. Dehydrogenation behaviors of: (a) ball-milled $\mathrm{MgH}_{2}+5~\mathrm{vol}\%$ C mixtures for $920\mathrm{min}$ without aerosol spraying, (b) commercial $\mathrm{LiBH}_{4}$ powder, and (c) hand-mixed $\mathrm{MgH}_{2}+5~\mathrm{vol}\%$ C mixture , and (d) temperature as a function of time. The heating rate is $2^{\circ}{\mathrm{C}}/{\mathrm{min}}$ at temperature $\leq265~^{\circ}\mathrm{C}$ . ",3,3.0,TP
10.1016/j.cej.2019.123856,Fig. 4. Hydrogen amount of desorption and absorption as a function of dehydrogenation and re-hydrogenation cycles. ,3,3.0,TP
10.1016/j.cej.2019.123856,"Fig. 5. XRD patterns of: (a) hand-mixed $\mathrm{MgH}_{2}+\mathrm{~C~}$ mixture, (b) $\mathrm{MgH}_{2}+\mathrm{~C~}$ mixture ball milled for $920~\mathrm{min}$ but without aerosol spraying, (c) the BMAS powder at the as-synthesized condition, (d) the BMAS powder after one dehydrogenation (1R), (e) the BMAS powder after one dehydrogenation and then one re-hydrogenation (1S), (f) the BMAS powder after 4 cycles of dehydrogenation and re-hydrogenation (4S), and $\mathbf{\Psi}(\mathbf{g})$ the BMAS powder after 7 cycles of dehydrogenation and re-hydrogenation and finally dehydrogenation (8R). Note that $10\mathrm{~wt\%}$ coarse-grained Si of $99.9\%$ purity was added as the internal reference in each sample, and “!” stands for unknown compounds. ",3,3.0,TP
10.1016/j.cej.2019.123856,"Fig. 6. FESEM images of (a) hand-mixed $\mathrm{MgH}_{2}+5~\mathrm{vol}\%$ C mixtures, (b) BMAS sample with $50\%\mathrm{LiBH}_{4},$ (c) 1R sample, (d) 1S sample, (e) 4S sample, and (f) 8R sample. Note that different magnifications have been used to show particles with different sizes at different conditions. Sample ID can be found in Table 1. ",0,0.0,TN
10.1016/j.cej.2019.123856,"Fig. 7. FTIR spectra of: (a) the commercially purchased bulk KBr powder, (b) hand-mixed $\mathrm{MgH}_{2}+5\mathrm{vol}\%\mathrm{C},$ (c) the BMAS powder, (d) 1R powder, (e) 1S powder, and (f) 8R powder. ",0,0.0,TN
10.1016/j.cej.2019.123856,"Fig. 8. Curve fitting via de-convolution for XRD pattern of (a) 1R, (b) 1S, (c) 4S and (d) 8R ranging from $18.5^{\circ}$ to $21^{\circ}$ with the standard peak positions from pdf card of $\mathbf{M}\mathbf{g}\mathbf{B}_{2}$ (00-038-1369), $\mathrm{Fe}_{3}\mathbf{B}$ (01-081-3495), LiH (01-078-0839) and $\upalpha$ -Fe (04-003-3641), respectively. ",0,0.0,TN
10.1016/j.jallcom.2022.166064,Fig. 1. Differential scanning calorimetry (DSC) and thermal gravity (TG) results of the precursor mixture. ,0,0.0,TN
10.1016/j.jallcom.2022.166064,Fig. 2. Rietveld refinement XRD patterns of La-Y-Ni-based single-phase alloys. ,0,0.0,TN
10.1016/j.jallcom.2022.166064,"Fig. 3. Structure models of $\mathsf{A B}_{3}.$ -, $\mathtt{A}_{2}\mathtt{B}_{7}.$ - and $\mathsf{A}_{5}\mathsf{B}_{19}$ -type. ",0,0.0,TN
10.1016/j.jallcom.2022.166064,Fig. 4. SEM images and EDS spectra of La-Y-Ni-based single-phase alloys. ,0,0.0,TN
10.1016/j.jallcom.2022.166064,Fig. 5. First hydrogen absorption rate curve of La-Y-Ni-based single-phase alloys at $313\mathrm{K}.$ . ,3,3.0,TP
10.1016/j.jallcom.2022.166064,"Fig. 6. P-C isotherms curves of La-Y-Ni-based single-phase alloys at 303, 313 and 333 K. ",1,1.0,TP
10.1016/j.jallcom.2022.166064,Fig. 7. Van't Hoff plot of La-Y-Ni-based single-phase alloys. ,3,0.0,FP
10.1016/j.jallcom.2022.166064,"Fig. 8. Activation curves (a),discharge capacities from 0 to 100 cycles (b) and cyclic stability curves (c) of La-Y-Ni-based single-phase alloy electrodes at $303\mathrm{K}$ ",2,2.0,TP
10.1016/j.jallcom.2022.166064,Fig. 9. High-rate discharge ability of La-Y-Ni-based single-phase alloy electrodes at $303\mathrm{K}.$ ,2,2.0,TP
10.1016/j.jallcom.2022.166064,Fig. 10. EIS curves of La-Y-Ni-based single-phase alloy electrodes at $50\%$ DOD. ,0,2.0,FN
10.1016/j.jallcom.2022.166064,Fig. 11. Linear polarization curves of La-Y-Ni-based single-phase alloy electrodes at $50\%$ DOD. ,0,2.0,FN
10.1016/j.jallcom.2022.166064,Fig. 12. Semilogarithmic curves of anodic current vs. time responses of La-Y-Ni-based single-phase alloy electrodes at $100\%$ DOC. ,0,2.0,FN
10.1016/j.jallcom.2022.166064,Fig. 13. Anode polarization curves of La-Y-Ni-based single-phase alloy electrodes at $50\%$ DOD. ,0,2.0,FN
10.1016/j.cej.2020.126831,"Fig. 1. (a) Schematic illustration of synthesis process. (b) XRD pattern, (c) Raman spectrum, (d) SEM and (e) TEM images of graphene. (f) SEM image, (g) TEM image, (h) SAED pattern, (i) HRTEM image, and (i) EDS mapping of $\mathbf{N}{\cdot}\mathbf{Nb}_{2}\mathbf{O}_{5}@\mathbf{C}$ . ",0,0.0,TN
10.1016/j.cej.2020.126831,"Fig. 2. TEM images of the prepared ${\mathrm{N}}{\cdot}{\mathrm{Nb}}_{2}{\mathrm{O}}_{5}@{\mathrm{C}}$ with different heating times: (a, b) $^{12\mathrm{~h~}}$ , (c) $^{15\mathrm{~h~}}$ , (d) $^{18\mathrm{~h~}}$ , (e) $24\mathrm{~h~}$ (f) $^{72\mathrm{~h~}}$ . The inset in (a) is SAED pattern. ",0,0.0,TN
10.1016/j.cej.2020.126831,Fig. 3. SEM images of pristine $\mathrm{MgH}_{2}$ (a) before and (b) after ball milling. (c) SEM image and (d) EDS mapping of $10\mathrm{~wt\%}$ ${\bf N}{\cdot}{\bf N}{\bf b}_{2}{\bf O}_{5}@{\bf C}$ -doped $\mathrm{MgH}_{2}$ ,0,0.0,TN
10.1016/j.cej.2020.126831,Fig. 4. (a) Volumetric release and (b) absorption measurements for $\mathrm{MgH}_{2^{-}}x$ wt% ${\bf N}{\cdot}{\bf N}{\bf b}_{2}{\bf O}_{5}@{\bf C}$ samples after activation. (c) PCI curves of $\mathrm{MgH}_{2^{-10}}\mathrm{wt}\%$ ${\bf N}{\cdot}{\bf N}{\bf b}_{2}{\bf O}_{5}@{\bf C}$ (d) volumetric release curves of $\mathrm{MgH}_{2}$ doped with $\mathbf{N}{\cdot}\mathbf{Nb}_{2}\mathbf{O}_{5}@\mathbf{C}$ prepared with various solvothermal durations. ,1,1.0,TP
10.1016/j.cej.2020.126831,"Fig. 5. Isothermal (a, b) dehydrogenation and (c, d) hydrogenation curves of $\mathrm{MgH}_{2}–10\mathrm{wt}\%$ $\mathbf{N}\mathbf{-}\mathbf{Nb}_{2}\mathbf{O}_{5}@\mathbf{C}$ samples. ",3,3.0,TP
